year,country,region,district,program_category,budget_amount,currency,grb_marker,gender_target,income_target,disability_target,source_file
2021,Tunisia,Sfax,El_Houaria,Economic_support,339279.59752423037,TND,True,Women,All,With disability,sample_budget_2021.xlsx
2021,Tunisia,Sfax,El_Houaria,Governance_participation,1696532.7546593864,TND,False,Both,All,All,sample_budget_2021.xlsx
2021,Tunisia,Sfax,El_Houaria,Governance_participation,697869.2720880752,TND,True,Women,All,All,sample_budget_2021.xlsx
2022,Tunisia,Sfax,El_Houaria,Education,2126762.026539578,TND,False,Both,All,All,sample_budget_2022.xlsx
2022,Tunisia,Sfax,El_Houaria,Education,443246.20171941584,TND,True,Women,Low,With disability,sample_budget_2022.xlsx
2022,Tunisia,Sfax,El_Houaria,Health,2577570.461877431,TND,False,Both,All,All,sample_budget_2022.xlsx
2022,Tunisia,Sfax,El_Houaria,Health,637135.5207937356,TND,True,Women,Low,All,sample_budget_2022.xlsx
2022,Tunisia,Sfax,El_Houaria,GBV_response,2124632.4206710933,TND,False,Both,All,All,sample_budget_2022.xlsx
2022,Tunisia,Sfax,El_Houaria,GBV_response,494593.59496770205,TND,True,Both,Low,With disability,sample_budget_2022.xlsx
2022,Tunisia,Sfax,El_Houaria,Economic_support,2611743.245531109,TND,False,Both,All,All,sample_budget_2022.xlsx
2022,Tunisia,Sfax,El_Houaria,Governance_participation,3093418.8074735976,TND,False,Both,All,All,sample_budget_2022.xlsx
2022,Tunisia,Sfax,El_Houaria,Governance_participation,878909.7900930105,TND,True,Women,Low,All,sample_budget_2022.xlsx
2023,Tunisia,Sfax,El_Houaria,Education,1615750.4431807096,TND,False,Both,All,All,sample_budget_2023.xlsx
2023,Tunisia,Sfax,El_Houaria,Education,454119.14615160844,TND,True,Women,All,All,sample_budget_2023.xlsx
2023,Tunisia,Sfax,El_Houaria,Health,1243547.8779771668,TND,True,Both,All,All,sample_budget_2023.xlsx
2023,Tunisia,Sfax,El_Houaria,Health,359659.35376645904,TND,True,Women,Low,With disability,sample_budget_2023.xlsx
2023,Tunisia,Sfax,El_Houaria,GBV_response,1576654.1869054448,TND,True,Both,All,All,sample_budget_2023.xlsx
2023,Tunisia,Sfax,El_Houaria,GBV_response,322339.4857133736,TND,True,Women,Low,All,sample_budget_2023.xlsx
2023,Tunisia,Sfax,El_Houaria,Economic_support,1327100.725701648,TND,True,Both,All,All,sample_budget_2023.xlsx
2023,Tunisia,Sfax,El_Houaria,Economic_support,417560.5059143764,TND,True,Both,Middle,All,sample_budget_2023.xlsx
2023,Tunisia,Sfax,El_Houaria,Governance_participation,1068052.5878808321,TND,True,Both,All,All,sample_budget_2023.xlsx
2023,Tunisia,Sfax,El_Houaria,Governance_participation,538168.4791088989,TND,True,Women,Low,All,sample_budget_2023.xlsx
2024,Tunisia,Sfax,El_Houaria,Education,1168102.2128215607,TND,True,Both,All,All,sample_budget_2024.xlsx
2024,Tunisia,Sfax,El_Houaria,Education,585463.0240855638,TND,True,Women,All,All,sample_budget_2024.xlsx
2024,Tunisia,Sfax,El_Houaria,Health,1351961.3071251984,TND,False,Both,All,All,sample_budget_2024.xlsx
2024,Tunisia,Sfax,El_Houaria,Health,306743.5112603435,TND,True,Women,All,All,sample_budget_2024.xlsx
2024,Tunisia,Sfax,El_Houaria,GBV_response,1299584.3657194246,TND,True,Both,All,All,sample_budget_2024.xlsx
2024,Tunisia,Sfax,El_Houaria,GBV_response,420840.00592112605,TND,True,Women,Middle,All,sample_budget_2024.xlsx
2024,Tunisia,Sfax,El_Houaria,Economic_support,1507349.1482469516,TND,False,Both,All,All,sample_budget_2024.xlsx
2024,Tunisia,Sfax,El_Houaria,Economic_support,570123.1622833114,TND,True,Women,Low,All,sample_budget_2024.xlsx
2024,Tunisia,Sfax,El_Houaria,Governance_participation,1175603.0563613253,TND,False,Both,All,All,sample_budget_2024.xlsx
2024,Tunisia,Sfax,El_Houaria,Governance_participation,189485.94257036818,TND,True,Both,Low,With disability,sample_budget_2024.xlsx
2020,Armenia,Yerevan,Kentron,Education,1203728.7132813097,AMD,False,Both,All,All,sample_budget_2020.xlsx
2020,Armenia,Yerevan,Kentron,Education,408400.8905665046,AMD,True,Women,Middle,All,sample_budget_2020.xlsx
2020,Armenia,Yerevan,Kentron,Health,2234830.7085645483,AMD,True,Both,All,All,sample_budget_2020.xlsx
2020,Armenia,Yerevan,Kentron,Health,705870.5490487266,AMD,True,Women,Middle,With disability,sample_budget_2020.xlsx
2020,Armenia,Yerevan,Kentron,GBV_response,1490831.997339435,AMD,True,Both,All,All,sample_budget_2020.xlsx
2020,Armenia,Yerevan,Kentron,Economic_support,2562707.757394229,AMD,True,Both,All,All,sample_budget_2020.xlsx
2020,Armenia,Yerevan,Kentron,Governance_participation,2826021.1251979964,AMD,False,Both,All,All,sample_budget_2020.xlsx
2021,Armenia,Yerevan,Kentron,Education,2049153.9409240065,AMD,False,Both,All,All,sample_budget_2021.xlsx
2021,Armenia,Yerevan,Kentron,Health,2749640.2444436336,AMD,False,Both,All,All,sample_budget_2021.xlsx
2021,Armenia,Yerevan,Kentron,GBV_response,2421751.2572242226,AMD,False,Both,All,All,sample_budget_2021.xlsx
2021,Armenia,Yerevan,Kentron,GBV_response,1081926.0022275713,AMD,True,Both,Middle,All,sample_budget_2021.xlsx
2021,Armenia,Yerevan,Kentron,Economic_support,2262909.635188075,AMD,True,Both,All,All,sample_budget_2021.xlsx
2021,Armenia,Yerevan,Kentron,Governance_participation,4550981.421886973,AMD,False,Both,All,All,sample_budget_2021.xlsx
2021,Armenia,Yerevan,Kentron,Governance_participation,679711.2251394163,AMD,True,Women,Middle,With disability,sample_budget_2021.xlsx
2022,Armenia,Yerevan,Kentron,Education,1580801.534792151,AMD,False,Both,All,All,sample_budget_2022.xlsx
2022,Armenia,Yerevan,Kentron,Education,575473.8691712228,AMD,True,Both,Low,All,sample_budget_2022.xlsx
2022,Armenia,Yerevan,Kentron,Health,2019859.6008295547,AMD,False,Both,All,All,sample_budget_2022.xlsx
2022,Armenia,Yerevan,Kentron,Health,622586.0429042559,AMD,True,Both,Middle,No disability,sample_budget_2022.xlsx
2022,Armenia,Yerevan,Kentron,GBV_response,2395626.4208493894,AMD,False,Both,All,All,sample_budget_2022.xlsx
2022,Armenia,Yerevan,Kentron,Economic_support,2949025.042451454,AMD,False,Both,All,All,sample_budget_2022.xlsx
2022,Armenia,Yerevan,Kentron,Economic_support,927633.1016141234,AMD,True,Women,Low,With disability,sample_budget_2022.xlsx
2022,Armenia,Yerevan,Kentron,Governance_participation,2940040.356512825,AMD,False,Both,All,All,sample_budget_2022.xlsx
2023,Armenia,Yerevan,Kentron,Education,2374432.285805594,AMD,False,Both,All,All,sample_budget_2023.xlsx
2023,Armenia,Yerevan,Kentron,Education,992119.3086990417,AMD,True,Women,All,All,sample_budget_2023.xlsx
2023,Armenia,Yerevan,Kentron,Health,934485.8780881404,AMD,False,Both,All,All,sample_budget_2023.xlsx
2023,Armenia,Yerevan,Kentron,Health,474973.00478918076,AMD,True,Women,Low,All,sample_budget_2023.xlsx
2023,Armenia,Yerevan,Kentron,GBV_response,1461934.1998972655,AMD,True,Both,All,All,sample_budget_2023.xlsx
2023,Armenia,Yerevan,Kentron,Economic_support,1199873.748273003,AMD,False,Both,All,All,sample_budget_2023.xlsx
2023,Armenia,Yerevan,Kentron,Economic_support,188007.14998679032,AMD,True,Women,Low,With disability,sample_budget_2023.xlsx
2023,Armenia,Yerevan,Kentron,Governance_participation,1966928.4823482246,AMD,False,Both,All,All,sample_budget_2023.xlsx
2023,Armenia,Yerevan,Kentron,Governance_participation,500484.88811833016,AMD,True,Women,All,With disability,sample_budget_2023.xlsx
2024,Armenia,Yerevan,Kentron,Education,1660807.3186988907,AMD,False,Both,All,All,sample_budget_2024.xlsx
2024,Armenia,Yerevan,Kentron,Education,489066.15109209827,AMD,True,Women,Low,All,sample_budget_2024.xlsx
2024,Armenia,Yerevan,Kentron,Health,2932234.28741648,AMD,False,Both,All,All,sample_budget_2024.xlsx
2024,Armenia,Yerevan,Kentron,Health,1037509.1431018477,AMD,True,Women,Middle,With disability,sample_budget_2024.xlsx
2024,Armenia,Yerevan,Kentron,GBV_response,2524434.201892749,AMD,False,Both,All,All,sample_budget_2024.xlsx
2024,Armenia,Yerevan,Kentron,Economic_support,2226137.6266239276,AMD,False,Both,All,All,sample_budget_2024.xlsx
2024,Armenia,Yerevan,Kentron,Economic_support,883490.4498375348,AMD,True,Women,Low,With disability,sample_budget_2024.xlsx
2024,Armenia,Yerevan,Kentron,Governance_participation,1401338.1786987975,AMD,False,Both,All,All,sample_budget_2024.xlsx
2024,Armenia,Yerevan,Kentron,Governance_participation,412972.82039718877,AMD,True,Women,Middle,All,sample_budget_2024.xlsx
2020,Armenia,Yerevan,Avan,Education,4056874.6511469968,AMD,False,Both,All,All,sample_budget_2020.xlsx
2020,Armenia,Yerevan,Avan,Education,615262.6023137359,AMD,True,Women,Low,All,sample_budget_2020.xlsx
2020,Armenia,Yerevan,Avan,Health,1378271.224480372,AMD,True,Both,All,All,sample_budget_2020.xlsx
2020,Armenia,Yerevan,Avan,Health,781898.7647061405,AMD,True,Women,All,With disability,sample_budget_2020.xlsx
2020,Armenia,Yerevan,Avan,GBV_response,3886415.1498966306,AMD,False,Both,All,All,sample_budget_2020.xlsx
2020,Armenia,Yerevan,Avan,Economic_support,1621169.358895677,AMD,True,Both,All,All,sample_budget_2020.xlsx
2020,Armenia,Yerevan,Avan,Governance_participation,2930504.904423649,AMD,True,Both,All,All,sample_budget_2020.xlsx
2021,Armenia,Yerevan,Avan,Education,1460545.733656457,AMD,False,Both,All,All,sample_budget_2021.xlsx
2021,Armenia,Yerevan,Avan,Education,544554.880650952,AMD,True,Both,Low,With disability,sample_budget_2021.xlsx
2021,Armenia,Yerevan,Avan,Health,1274548.488737737,AMD,False,Both,All,All,sample_budget_2021.xlsx
2021,Armenia,Yerevan,Avan,GBV_response,950846.6513549396,AMD,False,Both,All,All,sample_budget_2021.xlsx
2021,Armenia,Yerevan,Avan,GBV_response,428203.8972964259,AMD,True,Women,Middle,With disability,sample_budget_2021.xlsx
2021,Armenia,Yerevan,Avan,Economic_support,2092668.3067352043,AMD,True,Both,All,All,sample_budget_2021.xlsx
2021,Armenia,Yerevan,Avan,Economic_support,699520.2962505048,AMD,True,Women,Low,All,sample_budget_2021.xlsx
2021,Armenia,Yerevan,Avan,Governance_participation,1247603.0582464286,AMD,False,Both,All,All,sample_budget_2021.xlsx
2021,Armenia,Yerevan,Avan,Governance_participation,356640.10377907264,AMD,True,Both,All,No disability,sample_budget_2021.xlsx
2022,Armenia,Yerevan,Avan,Education,1380903.0318171976,AMD,False,Both,All,All,sample_budget_2022.xlsx
2022,Armenia,Yerevan,Avan,Health,1480475.961045804,AMD,True,Both,All,All,sample_budget_2022.xlsx
2022,Armenia,Yerevan,Avan,Health,798562.4979088076,AMD,True,Both,Low,All,sample_budget_2022.xlsx
2022,Armenia,Yerevan,Avan,GBV_response,1410066.278812248,AMD,False,Both,All,All,sample_budget_2022.xlsx
2022,Armenia,Yerevan,Avan,GBV_response,447002.9158216469,AMD,True,Women,Low,With disability,sample_budget_2022.xlsx
2022,Armenia,Yerevan,Avan,Economic_support,1346123.4439214463,AMD,True,Both,All,All,sample_budget_2022.xlsx
2022,Armenia,Yerevan,Avan,Governance_participation,1667936.337836575,AMD,False,Both,All,All,sample_budget_2022.xlsx
2022,Armenia,Yerevan,Avan,Governance_participation,341744.71416760725,AMD,True,Women,All,All,sample_budget_2022.xlsx
2023,Armenia,Yerevan,Avan,Education,3350102.2227899516,AMD,False,Both,All,All,sample_budget_2023.xlsx
2023,Armenia,Yerevan,Avan,Health,3403743.5417334633,AMD,True,Both,All,All,sample_budget_2023.xlsx
2023,Armenia,Yerevan,Avan,GBV_response,1877537.720944234,AMD,True,Both,All,All,sample_budget_2023.xlsx
2023,Armenia,Yerevan,Avan,GBV_response,438096.06369850395,AMD,True,Both,Low,With disability,sample_budget_2023.xlsx
2023,Armenia,Yerevan,Avan,Economic_support,1505453.7455307292,AMD,False,Both,All,All,sample_budget_2023.xlsx
2023,Armenia,Yerevan,Avan,Economic_support,357595.63209296775,AMD,True,Women,Middle,All,sample_budget_2023.xlsx
2023,Armenia,Yerevan,Avan,Governance_participation,3059132.4579564435,AMD,False,Both,All,All,sample_budget_2023.xlsx
2024,Armenia,Yerevan,Avan,Education,3342218.252468964,AMD,True,Both,All,All,sample_budget_2024.xlsx
2024,Armenia,Yerevan,Avan,Health,3036235.7634221786,AMD,False,Both,All,All,sample_budget_2024.xlsx
2024,Armenia,Yerevan,Avan,GBV_response,3101523.001370001,AMD,True,Both,All,All,sample_budget_2024.xlsx
2024,Armenia,Yerevan,Avan,GBV_response,719813.9589846818,AMD,True,Women,All,With disability,sample_budget_2024.xlsx
2024,Armenia,Yerevan,Avan,Economic_support,2634597.9341674284,AMD,True,Both,All,All,sample_budget_2024.xlsx
2024,Armenia,Yerevan,Avan,Governance_participation,2299671.9348851964,AMD,False,Both,All,All,sample_budget_2024.xlsx
2024,Armenia,Yerevan,Avan,Governance_participation,891934.1137187677,AMD,True,Women,Middle,All,sample_budget_2024.xlsx
2020,Armenia,Ararat,Vedi,Education,1413319.4996080794,AMD,False,Both,All,All,sample_budget_2020.xlsx
2020,Armenia,Ararat,Vedi,Health,2160792.331172602,AMD,True,Both,All,All,sample_budget_2020.xlsx
2020,Armenia,Ararat,Vedi,Health,623772.5002803507,AMD,True,Women,Low,All,sample_budget_2020.xlsx
2020,Armenia,Ararat,Vedi,GBV_response,2621592.1617569085,AMD,False,Both,All,All,sample_budget_2020.xlsx
2020,Armenia,Ararat,Vedi,GBV_response,424417.0421935088,AMD,True,Women,Low,No disability,sample_budget_2020.xlsx
2020,Armenia,Ararat,Vedi,Economic_support,1932718.8892834182,AMD,True,Both,All,All,sample_budget_2020.xlsx
2020,Armenia,Ararat,Vedi,Economic_support,755982.389346353,AMD,True,Both,Middle,All,sample_budget_2020.xlsx
2020,Armenia,Ararat,Vedi,Governance_participation,1186163.8457789447,AMD,False,Both,All,All,sample_budget_2020.xlsx
2020,Armenia,Ararat,Vedi,Governance_participation,282509.8164345565,AMD,True,Women,Low,All,sample_budget_2020.xlsx
2021,Armenia,Ararat,Vedi,Education,1929721.451275885,AMD,False,Both,All,All,sample_budget_2021.xlsx
2021,Armenia,Ararat,Vedi,Education,371972.2357654554,AMD,True,Women,Middle,All,sample_budget_2021.xlsx
2021,Armenia,Ararat,Vedi,Health,2118656.4815496155,AMD,False,Both,All,All,sample_budget_2021.xlsx
2021,Armenia,Ararat,Vedi,Health,663780.5614300383,AMD,True,Both,Low,With disability,sample_budget_2021.xlsx
2021,Armenia,Ararat,Vedi,GBV_response,2216207.971153015,AMD,False,Both,All,All,sample_budget_2021.xlsx
2021,Armenia,Ararat,Vedi,Economic_support,1178014.9536945608,AMD,False,Both,All,All,sample_budget_2021.xlsx
2021,Armenia,Ararat,Vedi,Governance_participation,1021449.7829608135,AMD,False,Both,All,All,sample_budget_2021.xlsx
2021,Armenia,Ararat,Vedi,Governance_participation,346359.2526207875,AMD,True,Women,All,With disability,sample_budget_2021.xlsx
2022,Armenia,Ararat,Vedi,Education,2520908.3656609147,AMD,False,Both,All,All,sample_budget_2022.xlsx
2022,Armenia,Ararat,Vedi,Education,1061722.2182043763,AMD,True,Both,Low,No disability,sample_budget_2022.xlsx
2022,Armenia,Ararat,Vedi,Health,1477175.5013322919,AMD,False,Both,All,All,sample_budget_2022.xlsx
2022,Armenia,Ararat,Vedi,Health,397275.6227633468,AMD,True,Women,Middle,All,sample_budget_2022.xlsx
2022,Armenia,Ararat,Vedi,GBV_response,1650642.8381545336,AMD,False,Both,All,All,sample_budget_2022.xlsx
2022,Armenia,Ararat,Vedi,GBV_response,678307.9006566098,AMD,True,Both,Low,With disability,sample_budget_2022.xlsx
2022,Armenia,Ararat,Vedi,Economic_support,1466582.191411302,AMD,False,Both,All,All,sample_budget_2022.xlsx
2022,Armenia,Ararat,Vedi,Governance_participation,1894355.053522901,AMD,False,Both,All,All,sample_budget_2022.xlsx
2022,Armenia,Ararat,Vedi,Governance_participation,640435.0390140867,AMD,True,Both,Middle,With disability,sample_budget_2022.xlsx
2023,Armenia,Ararat,Vedi,Education,3106058.2790903137,AMD,False,Both,All,All,sample_budget_2023.xlsx
2023,Armenia,Ararat,Vedi,Education,743764.3922640636,AMD,True,Women,Low,All,sample_budget_2023.xlsx
2023,Armenia,Ararat,Vedi,Health,2106640.342914821,AMD,False,Both,All,All,sample_budget_2023.xlsx
2023,Armenia,Ararat,Vedi,Health,616281.1722952208,AMD,True,Women,Low,With disability,sample_budget_2023.xlsx
2023,Armenia,Ararat,Vedi,GBV_response,2941438.420418976,AMD,False,Both,All,All,sample_budget_2023.xlsx
2023,Armenia,Ararat,Vedi,GBV_response,1275498.5825904813,AMD,True,Both,Low,All,sample_budget_2023.xlsx
2023,Armenia,Ararat,Vedi,Economic_support,4728727.5011261515,AMD,False,Both,All,All,sample_budget_2023.xlsx
2023,Armenia,Ararat,Vedi,Economic_support,714163.734159007,AMD,True,Women,Low,With disability,sample_budget_2023.xlsx
2023,Armenia,Ararat,Vedi,Governance_participation,2690301.653394951,AMD,False,Both,All,All,sample_budget_2023.xlsx
2023,Armenia,Ararat,Vedi,Governance_participation,1245872.1190827424,AMD,True,Women,Low,All,sample_budget_2023.xlsx
2024,Armenia,Ararat,Vedi,Education,2970196.191471166,AMD,False,Both,All,All,sample_budget_2024.xlsx
2024,Armenia,Ararat,Vedi,Health,2022205.039602503,AMD,True,Both,All,All,sample_budget_2024.xlsx
2024,Armenia,Ararat,Vedi,Health,540600.2553070594,AMD,True,Women,Middle,All,sample_budget_2024.xlsx
2024,Armenia,Ararat,Vedi,GBV_response,2543752.95939917,AMD,False,Both,All,All,sample_budget_2024.xlsx
2024,Armenia,Ararat,Vedi,GBV_response,884772.4915213368,AMD,True,Women,Low,No disability,sample_budget_2024.xlsx
2024,Armenia,Ararat,Vedi,Economic_support,3449188.2075885395,AMD,True,Both,All,All,sample_budget_2024.xlsx
2024,Armenia,Ararat,Vedi,Economic_support,839529.9361084653,AMD,True,Women,Middle,With disability,sample_budget_2024.xlsx
2024,Armenia,Ararat,Vedi,Governance_participation,1911703.5788584407,AMD,False,Both,All,All,sample_budget_2024.xlsx
2020,Armenia,Ararat,Artashat,Education,1545355.701484157,AMD,False,Both,All,All,sample_budget_2020.xlsx
2020,Armenia,Ararat,Artashat,Health,1669824.3948163076,AMD,False,Both,All,All,sample_budget_2020.xlsx
2020,Armenia,Ararat,Artashat,Health,359324.233782475,AMD,True,Both,Low,All,sample_budget_2020.xlsx
2020,Armenia,Ararat,Artashat,GBV_response,859844.9244967081,AMD,False,Both,All,All,sample_budget_2020.xlsx
2020,Armenia,Ararat,Artashat,Economic_support,1379263.7320409564,AMD,False,Both,All,All,sample_budget_2020.xlsx
2020,Armenia,Ararat,Artashat,Economic_support,786699.0396553339,AMD,True,Both,Middle,With disability,sample_budget_2020.xlsx
2020,Armenia,Ararat,Artashat,Governance_participation,1749160.0952605042,AMD,False,Both,All,All,sample_budget_2020.xlsx
2020,Armenia,Ararat,Artashat,Governance_participation,763289.5783256146,AMD,True,Women,Middle,No disability,sample_budget_2020.xlsx
2021,Armenia,Ararat,Artashat,Education,4484537.565782081,AMD,True,Both,All,All,sample_budget_2021.xlsx
2021,Armenia,Ararat,Artashat,Education,1001278.9986877198,AMD,True,Women,Low,All,sample_budget_2021.xlsx
2021,Armenia,Ararat,Artashat,Health,1993255.0415129398,AMD,False,Both,All,All,sample_budget_2021.xlsx
2021,Armenia,Ararat,Artashat,Health,836321.8502238384,AMD,True,Women,Low,With disability,sample_budget_2021.xlsx
2021,Armenia,Ararat,Artashat,GBV_response,3318805.5334695103,AMD,True,Both,All,All,sample_budget_2021.xlsx
2021,Armenia,Ararat,Artashat,Economic_support,2585702.9355499344,AMD,True,Both,All,All,sample_budget_2021.xlsx
2021,Armenia,Ararat,Artashat,Economic_support,1041236.5343707341,AMD,True,Women,Middle,With disability,sample_budget_2021.xlsx
2021,Armenia,Ararat,Artashat,Governance_participation,3092280.281259057,AMD,True,Both,All,All,sample_budget_2021.xlsx
2021,Armenia,Ararat,Artashat,Governance_participation,1543559.2621474285,AMD,True,Women,Low,All,sample_budget_2021.xlsx
2022,Armenia,Ararat,Artashat,Education,1217375.8652504897,AMD,False,Both,All,All,sample_budget_2022.xlsx
2022,Armenia,Ararat,Artashat,Education,198676.49084894537,AMD,True,Both,Low,With disability,sample_budget_2022.xlsx
2022,Armenia,Ararat,Artashat,Health,965914.0722156131,AMD,False,Both,All,All,sample_budget_2022.xlsx
2022,Armenia,Ararat,Artashat,Health,287781.1019303928,AMD,True,Both,All,All,sample_budget_2022.xlsx
2022,Armenia,Ararat,Artashat,GBV_response,1608803.9543972702,AMD,False,Both,All,All,sample_budget_2022.xlsx
2022,Armenia,Ararat,Artashat,GBV_response,503957.71201004734,AMD,True,Women,Low,No disability,sample_budget_2022.xlsx
2022,Armenia,Ararat,Artashat,Economic_support,1948590.2971951817,AMD,False,Both,All,All,sample_budget_2022.xlsx
2022,Armenia,Ararat,Artashat,Governance_participation,1706497.8897652822,AMD,True,Both,All,All,sample_budget_2022.xlsx
2022,Armenia,Ararat,Artashat,Governance_participation,319209.68155870726,AMD,True,Women,Low,With disability,sample_budget_2022.xlsx
2023,Armenia,Ararat,Artashat,Education,1742247.4563083998,AMD,False,Both,All,All,sample_budget_2023.xlsx
2023,Armenia,Ararat,Artashat,Education,618480.8129227648,AMD,True,Women,Middle,With disability,sample_budget_2023.xlsx
2023,Armenia,Ararat,Artashat,Health,1388225.5626441983,AMD,False,Both,All,All,sample_budget_2023.xlsx
2023,Armenia,Ararat,Artashat,Health,779097.7613224753,AMD,True,Women,Low,All,sample_budget_2023.xlsx
2023,Armenia,Ararat,Artashat,GBV_response,1210743.2700783664,AMD,False,Both,All,All,sample_budget_2023.xlsx
2023,Armenia,Ararat,Artashat,GBV_response,305029.4157680719,AMD,True,Both,Low,With disability,sample_budget_2023.xlsx
2023,Armenia,Ararat,Artashat,Economic_support,2468918.763265656,AMD,False,Both,All,All,sample_budget_2023.xlsx
2023,Armenia,Ararat,Artashat,Economic_support,407060.490948112,AMD,True,Both,Middle,With disability,sample_budget_2023.xlsx
2023,Armenia,Ararat,Artashat,Governance_participation,1017548.6537726618,AMD,False,Both,All,All,sample_budget_2023.xlsx
2023,Armenia,Ararat,Artashat,Governance_participation,624795.2372965191,AMD,True,Both,Low,All,sample_budget_2023.xlsx
2024,Armenia,Ararat,Artashat,Education,1258766.420737062,AMD,False,Both,All,All,sample_budget_2024.xlsx
2024,Armenia,Ararat,Artashat,Education,541095.0177261014,AMD,True,Women,Low,With disability,sample_budget_2024.xlsx
2024,Armenia,Ararat,Artashat,Health,1442033.4887713082,AMD,False,Both,All,All,sample_budget_2024.xlsx
2024,Armenia,Ararat,Artashat,Health,434879.97774847504,AMD,True,Women,All,All,sample_budget_2024.xlsx
2024,Armenia,Ararat,Artashat,GBV_response,1473195.0967855498,AMD,False,Both,All,All,sample_budget_2024.xlsx
2024,Armenia,Ararat,Artashat,Economic_support,1225037.0899660261,AMD,False,Both,All,All,sample_budget_2024.xlsx
2024,Armenia,Ararat,Artashat,Economic_support,398056.6078135159,AMD,True,Women,Middle,All,sample_budget_2024.xlsx
2024,Armenia,Ararat,Artashat,Governance_participation,1543667.30963052,AMD,False,Both,All,All,sample_budget_2024.xlsx
2024,Armenia,Ararat,Artashat,Governance_participation,656420.1134123475,AMD,True,Both,Middle,All,sample_budget_2024.xlsx
2020,Armenia,Shirak,Gyumri,Education,2296689.8423705115,AMD,False,Both,All,All,sample_budget_2020.xlsx
2020,Armenia,Shirak,Gyumri,Health,2754345.868546172,AMD,True,Both,All,All,sample_budget_2020.xlsx
2020,Armenia,Shirak,Gyumri,Health,1236393.3758031295,AMD,True,Women,Middle,With disability,sample_budget_2020.xlsx
2020,Armenia,Shirak,Gyumri,GBV_response,2187632.7660287437,AMD,True,Both,All,All,sample_budget_2020.xlsx
2020,Armenia,Shirak,Gyumri,Economic_support,2702464.1808876083,AMD,True,Both,All,All,sample_budget_2020.xlsx
2020,Armenia,Shirak,Gyumri,Governance_participation,1541587.632244246,AMD,False,Both,All,All,sample_budget_2020.xlsx
2020,Armenia,Shirak,Gyumri,Governance_participation,395343.7251428281,AMD,True,Women,Middle,All,sample_budget_2020.xlsx
2021,Armenia,Shirak,Gyumri,Education,968020.5289075482,AMD,False,Both,All,All,sample_budget_2021.xlsx
2021,Armenia,Shirak,Gyumri,Education,215592.3605209999,AMD,True,Women,Low,With disability,sample_budget_2021.xlsx
2021,Armenia,Shirak,Gyumri,Health,2521590.368964305,AMD,False,Both,All,All,sample_budget_2021.xlsx
2021,Armenia,Shirak,Gyumri,Health,889589.400665906,AMD,True,Women,Low,All,sample_budget_2021.xlsx
2021,Armenia,Shirak,Gyumri,GBV_response,1533722.4040429124,AMD,False,Both,All,All,sample_budget_2021.xlsx
2021,Armenia,Shirak,Gyumri,GBV_response,687332.1061743443,AMD,True,Women,All,All,sample_budget_2021.xlsx
2021,Armenia,Shirak,Gyumri,Economic_support,2340872.359842993,AMD,False,Both,All,All,sample_budget_2021.xlsx
2021,Armenia,Shirak,Gyumri,Economic_support,729725.04760318,AMD,True,Women,Middle,No disability,sample_budget_2021.xlsx
2021,Armenia,Shirak,Gyumri,Governance_participation,1878154.2319638357,AMD,False,Both,All,All,sample_budget_2021.xlsx
2021,Armenia,Shirak,Gyumri,Governance_participation,378635.0737470792,AMD,True,Both,Low,All,sample_budget_2021.xlsx
2022,Armenia,Shirak,Gyumri,Education,2822660.065244556,AMD,True,Both,All,All,sample_budget_2022.xlsx
2022,Armenia,Shirak,Gyumri,Education,526122.8903658782,AMD,True,Women,Low,With disability,sample_budget_2022.xlsx
2022,Armenia,Shirak,Gyumri,Health,2189596.5554553005,AMD,False,Both,All,All,sample_budget_2022.xlsx
2022,Armenia,Shirak,Gyumri,GBV_response,2994248.6339565124,AMD,False,Both,All,All,sample_budget_2022.xlsx
2022,Armenia,Shirak,Gyumri,Economic_support,2751363.7024019468,AMD,False,Both,All,All,sample_budget_2022.xlsx
2022,Armenia,Shirak,Gyumri,Economic_support,1112081.4365314434,AMD,True,Women,Low,All,sample_budget_2022.xlsx
2022,Armenia,Shirak,Gyumri,Governance_participation,2893707.3182576303,AMD,False,Both,All,All,sample_budget_2022.xlsx
2022,Armenia,Shirak,Gyumri,Governance_participation,619024.0307911,AMD,True,Women,Low,With disability,sample_budget_2022.xlsx
2023,Armenia,Shirak,Gyumri,Education,2169802.5082499115,AMD,False,Both,All,All,sample_budget_2023.xlsx
2023,Armenia,Shirak,Gyumri,Health,2014943.5294698656,AMD,False,Both,All,All,sample_budget_2023.xlsx
2023,Armenia,Shirak,Gyumri,GBV_response,1849744.2580990293,AMD,True,Both,All,All,sample_budget_2023.xlsx
2023,Armenia,Shirak,Gyumri,GBV_response,664796.6013480707,AMD,True,Women,Low,With disability,sample_budget_2023.xlsx
2023,Armenia,Shirak,Gyumri,Economic_support,2015850.5043193614,AMD,False,Both,All,All,sample_budget_2023.xlsx
2023,Armenia,Shirak,Gyumri,Economic_support,845745.0413642033,AMD,True,Women,Low,With disability,sample_budget_2023.xlsx
2023,Armenia,Shirak,Gyumri,Governance_participation,1888060.82264781,AMD,False,Both,All,All,sample_budget_2023.xlsx
2023,Armenia,Shirak,Gyumri,Governance_participation,1030564.8394855964,AMD,True,Women,Middle,With disability,sample_budget_2023.xlsx
2024,Armenia,Shirak,Gyumri,Education,1596068.640663917,AMD,False,Both,All,All,sample_budget_2024.xlsx
